question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
backend-008,Backend,API Design,scenario,medium,When would cursor pagination be preferable to offset pagination?,Backend; API Design,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-009,Backend,FastAPI,practical,hard,A blocking library is called inside async code. What problems can this cause?,Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-010,Backend,Node,tradeoff,easy,How would you investigate increasing memory usage in a Node service?,Backend; Node,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-011,Backend,Redis,debugging,medium,How would you implement rate limiting with Redis?,Backend; Redis,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-012,Backend,Scalability,design,medium,How would you design retries without causing duplicate side effects?,Backend; Scalability,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-013,Backend,Security,conceptual,medium,How would you prevent an IDOR vulnerability in a resume endpoint?,Backend; Security,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-014,Backend,Persistence,optimization,hard,How would you safely migrate a large production table?,Backend; Persistence,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-015,Backend,API Design,follow_up,easy,How would you design idempotency for an interview-start or payment endpoint?,Backend; API Design,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-016,Backend,FastAPI,scenario,medium,How would you validate structured LLM output with Pydantic?,Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-017,Backend,Node,practical,medium,Explain the Node.js event loop using a database request. How would you answer this if the interviewer asked for a concrete production example?,Backend; Node,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-018,Backend,Redis,tradeoff,medium,How would you add Redis caching to an expensive database query? How would you answer this if the interviewer asked for a concrete production example?,Backend; Redis,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-019,Backend,Scalability,debugging,hard,Traffic grows 10x. What would you inspect before simply adding servers? How would you answer this if the interviewer asked for a concrete production example?,Backend; Scalability,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-020,Backend,Security,design,easy,Explain authentication versus authorization in a REST API. How would you answer this if the interviewer asked for a concrete production example?,Backend; Security,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-021,Backend,Persistence,conceptual,medium,"How would you model users, interviews, questions, answers, and evaluations relationally? How would you answer this if the interviewer asked for a concrete production example?",Backend; Persistence,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-022,Backend,API Design,optimization,medium,Design a REST endpoint for creating and retrieving an AI interview session. How would you answer this if the interviewer asked for a concrete production example?,Backend; API Design; retrieval; evaluation,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-023,Backend,FastAPI,follow_up,medium,"When do async FastAPI endpoints improve throughput, and when do they not? How would you answer this if the interviewer asked for a concrete production example?",Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-024,Backend,Node,scenario,hard,How would you investigate increasing memory usage in a Node service? How would you answer this if the interviewer asked for a concrete production example?,Backend; Node,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-025,Backend,Redis,practical,easy,How would you implement rate limiting with Redis? How would you answer this if the interviewer asked for a concrete production example?,Backend; Redis,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-026,Backend,Scalability,tradeoff,medium,How would you design retries without causing duplicate side effects? How would you answer this if the interviewer asked for a concrete production example?,Backend; Scalability,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-027,Backend,Security,debugging,medium,How would you prevent an IDOR vulnerability in a resume endpoint? How would you answer this if the interviewer asked for a concrete production example?,Backend; Security,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-028,Backend,Persistence,design,medium,How would you safely migrate a large production table? How would you answer this if the interviewer asked for a concrete production example?,Backend; Persistence,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-029,Backend,API Design,conceptual,hard,When would cursor pagination be preferable to offset pagination? How would you answer this if the interviewer asked for a concrete production example?,Backend; API Design,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-030,Backend,FastAPI,optimization,easy,A blocking library is called inside async code. What problems can this cause? How would you answer this if the interviewer asked for a concrete production example?,Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-031,Backend,Node,follow_up,medium,Explain the Node.js event loop using a database request. What edge case or failure mode would you test before calling this solution complete?,Backend; Node,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-032,Backend,Redis,scenario,medium,How would you add Redis caching to an expensive database query? What edge case or failure mode would you test before calling this solution complete?,Backend; Redis,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-033,Backend,Scalability,practical,medium,Traffic grows 10x. What would you inspect before simply adding servers? What edge case or failure mode would you test before calling this solution complete?,Backend; Scalability,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-034,Backend,Security,tradeoff,hard,Explain authentication versus authorization in a REST API. What edge case or failure mode would you test before calling this solution complete?,Backend; Security,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-035,Backend,Persistence,debugging,easy,"How would you model users, interviews, questions, answers, and evaluations relationally? What edge case or failure mode would you test before calling this solution complete?",Backend; Persistence,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-036,Backend,API Design,design,medium,How would you design idempotency for an interview-start or payment endpoint? How would you answer this if the interviewer asked for a concrete production example?,Backend; API Design,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-037,Backend,FastAPI,conceptual,medium,How would you validate structured LLM output with Pydantic? How would you answer this if the interviewer asked for a concrete production example?,Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-038,Backend,Node,optimization,medium,How would you investigate increasing memory usage in a Node service? What edge case or failure mode would you test before calling this solution complete?,Backend; Node,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
